"Order #","MSS PO","Enrollment #","Order Recv. Date","Date ORD ACK","Customer Name","SKU Ordered",Appliance,Qty,"Service SKU","Service Level",Address,City,State,Postal,Country,"Serial #","Expected ship date","Actual Ship Date","INCO Terms",Carrier,"Tracking #","Customs Arrival Date","Final Delivery Date"
014268,6000434202,6586211,04/06/2017,04/07/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/07/2017,,FEDEX,,,
014267,6000434200,86329176,04/06/2017,04/07/2017,"SnelStart Software BV",3M2-00002,8600,1.00,3M2-00005,Standard,"Harkebuurt 3",Oosterend,NH,"1794 HM",Netherlands,SHG0997877L7LRB,,04/19/2017,DDP,DHL,9160675252,,
014266,6000434199,88604895 ,04/06/2017,04/07/2017,"Comparex Poland Sp. z o.o.",3M2-00002,8600,1.00,3M2-00005,Standard,"UL. RÓWNOLEGŁA 2",Warsaw,MZ,02-235,Poland,SHG0997877L7LE8,,04/19/2017,DAP,DHL,9160675226,,
014265,6000434181,7597440,04/06/2017,04/07/2017,"PRESIDENCIA DO GOVERNO REGIONAL DA",3M2-00002,8600,1.00,3M2-00006,Premium,"Rua Alferes Veiga Pestana 3D",Funchal,,9000-079,Portugal,SHG0997877L7LMW,,04/19/2017,DDP,DHL,9160675241,,
014264,6000434180,64184581,04/06/2017,04/07/2017,"Hogia Service AB",3M2-00001,8100,2.00,3M2-00006,Premium,Hakenas,Stenungsund,O,"444 47",Sweden,"SHG0997879L7L7E
SHG0997879L7L6T",,04/11/2017,DDP,DHL,9160675101,04/13/2017,04/20/2017
014263,6000434179,79365776,04/06/2017,04/06/2017,"Comparex Poland Sp. z o.o.",3M2-00002,8600,1.00,3M2-00005,Standard,"UL. RÓWNOLEGŁA 2",WARSAW,MZ,02-235,Poland,SHG0997877L7LGY,,04/19/2017,DAP,DHL,9160675263,,
014262,6000434067,48852478,04/06/2017,04/10/2017,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,04/10/2017,,FEDEX,,,
014261,6000434066,48852478,04/06/2017,04/10/2017,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,04/10/2017,,FEDEX,,,
014257,6000433952,68557420,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/06/2017,,FEDEX,,,
014256,6000433951,90433349,04/05/2017,04/05/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014255,6000433949,55859198,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014254,6000433950,73970019,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014253,6000433946,85646249,04/05/2017,04/05/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014252,6000433947,59570894,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014251,6000433948,55859198,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014250,6000433932,76337357,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014249,6000433931,76337357,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014248,6000433930,52263664,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014247,6000433916,77914410,04/05/2017,04/05/2017,"ZENITH & Company Ltd",3M2-00001,8100,1.00,3M2-00005,Standard,"225-18 PANGYOYEOK-RO, BUNDANG-GU",SEONGNAM-SI,41,13494,"South Korea",SHG0997879L7L6N,,04/05/2017,DAP,DHL,9160675086,04/08/2017,04/14/2017
014246,6000433913,65012902,04/05/2017,04/05/2017,"Tallan, Inc",3M2-00001,8100,1.00,3M2-00005,Standard,"175 Capital Blvd Suite 401","Rocky Hill",CT,06067,"United States",SHG0997879L7L75,,04/06/2017,,FEDEX,701542258235,04/11/2017,04/11/2017
014245,6000433915,69029176,04/05/2017,04/05/2017,"Tricast LLC",3M2-00002,8600,1.00,3M2-00005,Standard,"10400 W. Innovation Dr. Suite 310",Milwaukee,WI,53226,"United States",SHG0997877L7L4Q,,04/07/2017,,FEDEX,701542258316,04/12/2017,04/12/2017
014244,6000433912,73284998,04/05/2017,04/05/2017,"Las Vegas Metropolitan Police Depar",3M2-00002,8600,1.00,3M2-00006,Premium,"400 S Martin L King Blvd, Bldg B - Data Center 1st Floor","Las Vegas",NV,89106,"United States",SHG0997877L7L9B,,04/07/2017,,FEDEX,701542258350,04/12/2017,04/12/2017
014243,6000432849,46457007,04/05/2017,04/05/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014242,6000432858,49957124,04/05/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014241,6000433725,51150206,04/04/2017,04/05/2017,"NCCI Holdings, Inc.",3M2-00001,8100,1.00,3M2-00005,Standard,"901 Peninsula Corporate Circle","Boca Raton",FL,33487,"United States",SHG0997879L7L5S,,04/06/2017,,FEDEX,701542258224,04/11/2017,04/11/2017
014240,6000433724,5169058,04/04/2017,04/04/2017,"CITY OF BRAMPTON",3M2-00002,8600,4.00,3M2-00006,Premium,"150 CENTRAL PARK DR - SUITE 25",brampton,ON,"L6Y 4R2",Canada,"SHG0997877L7LB5
SHG0997877L7LHH
SHG0997877L7LN0
SHG0997877L7LMR",,04/11/2017,,FEDEX,701542258419,04/09/2017,04/11/2017
014239,6000433723,53671893,04/04/2017,04/05/2017,"INTERNATIONAL CRUISE AND EXCURSIONS",3M2-00002,8600,1.00,3M2-00006,Premium,"7720 N Dobson Road",Scottsdale,AZ,85256,"United States",SHG0997877L7LHG,,04/07/2017,,FEDEX,701542258305,04/12/2017,04/12/2017
014237,6000433652,70000352,04/04/2017,04/04/2017,"DATA MARKET BILGI HIZMETLERI LTD ST",3M2-00002,8600,1.00,3M2-00005,Standard,"MASLAK IS MERKEZI NO: 239 KAT: 1, BUYUKDERE CAD MASLAK",ISTANBUL,34,34398,Turkey,SHG0997877L7LN6,,04/19/2017,DAP,DHL,9160675230,,
014236,6000433597,54929766,04/04/2017,04/04/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014235,6000433593,76325474,04/04/2017,04/04/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014234,6000433594,69058307,04/04/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014233,6000433595,6235320,04/04/2017,04/04/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014232,6000433599,62827779,04/04/2017,04/04/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014231,6000433598,62827779,04/04/2017,04/04/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014230,6000433596,50470938,04/04/2017,04/04/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014229,6000433341,54074156,04/03/2017,04/04/2017,"Sheppard Mullin",3M2-00001,8100,1.00,3M2-00006,Premium,"333 S. Hope Street","Los Angeles",CA,90071,"United States",SHG0997879L7L5Q,,04/05/2017,,FEDEX,701542257960,04/10/2017,04/10/2017
014228,6000433116,61127972,04/03/2017,04/04/2017,"Tegos GmbH Dortmund",3M2-00001,8100,1.00,3M2-00005,Standard,"Oslostr. 2",Dortmund,NW,44269,Germany,SHG0997879L7L6P,,04/04/2017,DDP,DHL,7216382950,04/06/2017,04/11/2017
014227,6000433098,81107797,04/03/2017,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014226,6000433097,56969709,04/03/2017,04/04/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/04/2017,,FEDEX,,,
014225,6000432863,49883360,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014224,6000432862,6897987,03/31/2017,04/05/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/05/2017,,FEDEX,,,
014223,6000432859,89799001,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014222,6000432857,90361495,03/31/2017,04/03/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014221,6000432853,86346998,03/31/2017,04/03/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014220,6000432861,77243392,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014219,6000432855,78359356,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014218,6000432860,89799001,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014217,6000432856,61011351,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014216,6000432851,76446425,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014215,6000432852,76446425,03/31/2017,04/03/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014214,6000432854,86346998,03/31/2017,04/03/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014213,6000432850,1878510,03/31/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014212,6000432848,90665418,03/31/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014211,6000432847,55165116,03/31/2017,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014210,6000432845,66021812,03/31/2017,03/31/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014209,6000432844,52422716,03/31/2017,03/31/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014208,6000432843,71219203,03/31/2017,03/31/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014207,6000432842,59577815,03/31/2017,03/31/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014206,6000432841,58943027,03/31/2017,03/31/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/03/2017,,FEDEX,,,
014203,6000432813,54253914,03/31/2017,03/31/2017,"c/o Valeant Pharmaceuticals (IO Data Center)",3M2-00002,8600,1.00,3M2-00006,Premium,"8521 E. Princess Dr.",Scottsdale,AZ,85255,"United States",SHG0997877L7LEC,,04/07/2017,,FEDEX,701542258338,04/18/2017,04/18/2017
014202,6000432810,8920595,03/31/2017,03/31/2017,"U S DEPARTMENT OF COMMERCE",3M2-00002,8600,2.00,3M2-00006,Premium,"1305 East West Hwy, SSMC4 9543","Silver Spring",MD,20910,"United States","SHG0997877L7LG5
SHG0997877L7LB7",,04/07/2017,,FEDEX,701542258382,04/11/2017,04/11/2017
014201,6000432812,59021606,03/31/2017,04/04/2017,"ACCENTURE - APPLUS",3M2-00001,8100,1.00,3M2-00006,Premium,"CALLE YECORA 4, EDIFICIO GLOBAL SWITCH",MADRID,M,28022,Spain,SHG0997879L7L6Q,,04/06/2017,DDP,DHL,9160675090,04/10/2017,04/19/2017
014200,6000432811,83432467,03/31/2017,03/31/2017,"BRIGHTSTAR CORP.",3M2-00002,8600,2.00,3M2-00006,Premium,"9725 NW 117 Avenue",Medley,FL,33178,"United States","SHG0997877L7L83
SHG0997877L7LA3",,04/04/2017,,FEDEX,701542257700,04/07/2017,04/07/2017
014199,97903148,"8100 & 8600| Q.2",03/31/2017,,"Microsoft Corporation",3M2-00002,8600,1.00,,,"4200 150th Ave NE, Receiving Bldng 123, Building- USWARED043, Room- 2A10",Redmond,WA,98052-5302,"United States",,,04/03/2017,,FEDEX,,,
014198,6000432746,7669062,03/31/2017,,"Maricopa County Ship to test",3M2-00002,8600,1.00,3M2-00006,Premium,"301 W Jefferson, Suite B050",Phoenix,AZ,85003,"United States",,,,,FEDEX,,,
014197,6000432632,83225879,03/30/2017,03/30/2017,"THE KOOPLES PRODUCTION",3M2-00001,8100,1.00,3M2-00005,Standard,"11 RUE DE PRONY",PARIS,,92600,France,SHG0997879L7KXD,,04/04/2017,DDP,DHL,7216382935,04/06/2017,04/11/2017
014196,6000432631,91944484,03/30/2017,03/30/2017,"BRITAM LIFE ASSURANCE COMPANY (KENY",3M2-00001,8100,1.00,3M2-00005,Standard,"P.O Box 30375 - 00100 UPPER HILL, Britam Centre, Mara/Ragati Road Jun",Nairobi,,254,Kenya,SHG0997879L7L5R,,04/04/2017,DDP,FEDEX,7216382961,,
014194,6000432375,83518732,03/29/2017,03/29/2017,"Global Radio Services Ltd",3M2-00001,8100,1.00,3M2-00006,Premium,"THE CHASE CALCOT",READING,,"RG31 7RB","United Kingdom",SHG0997879L7L5P,,04/03/2017,DAP,DHL,7216382832,04/05/2017,04/05/2017
014193,97541220,SHG0997879L7FH8,03/29/2017,,"Microsoft - Datacenter Physical Security SN5-SS-02",,,,3M2-00005,Standard,"9554 Westover Hills Boulevard","San Antonio",TX,78251,"United States",,,03/29/2017,,FEDEX,,,
014192,97541220,SHG0997879L7FH4,03/29/2017,,"Microsoft - Datacenter Physical Security SN5-SS-01",,,,3M2-00005,Standard,"9554 Westover Hills Boulevard","San Antonio",TX,78251,"United States",,,03/29/2017,,FEDEX,,,
014191,97522873,SHG0997879L7FHX,03/29/2017,,"Microsoft - Datacenter Physical Security BL6-SS-01",,,,3M2-00005,Standard,"44490 Chilum Place",Ashburn,VA,20147,"United States",,,03/29/2017,,FEDEX,,,
014190,6000432244,80358587,03/29/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014189,6000432245,84015621,03/29/2017,03/30/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/30/2017,,FEDEX,,,
014188,6000432115,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014187,6000432113,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014186,6000432114,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014185,6000432111,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014184,6000432112,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014183,6000432109,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014182,6000432110,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014181,6000432108,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014180,6000432106,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014179,6000432107,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014178,6000432104,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014177,6000432105,47141346,03/28/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014176,6000432103,84402416,03/28/2017,03/28/2017,"Somerset County Council",3M2-00002,8600,3.00,3M2-00006,Premium,"County Hall The Crescent, B Block Loading Bay off the Crescent",TAUNTON,SO,"TA1 4DY","United Kingdom","SHG0997877L7L86
SHG0997877L7L95
SHG0997877L7L4G",,04/04/2017,DAP,DHL,7216382913,04/06/2017,04/13/2017
014175,6000432102,61421594,03/28/2017,03/28/2017,"Conaco LLC",3M2-00002,8600,2.00,3M2-00005,Standard,"4000 Warner Blvd - Bldg. 34 2nd Flo",Burbank,CA,91522,"United States","SHG0997877L7L7V
SHG0997877L7LB4",,04/11/2017,,FEDEX,"701542257879
701542258408","04/07/2017
04/12/2017","04/07/2017
04/12/2017"
014174,6000431651,64993564,03/27/2017,03/28/2017,"Imprivata Inc.",3M2-00001,8100,1.00,3M2-00006,Premium,"10 Maguire Road",Lexington,MA,02421,"United States",SHG0997879L7KX9,,03/30/2017,,FEDEX,701542257261,04/04/2017,04/04/2017
014173,6000431650,51560362,03/27/2017,03/28/2017,"Wake Technical Community College",3M2-00001,8100,1.00,3M2-00005,Standard,"9101 Fayetteville Road",Raleigh,NC,27603,"United States",SHG0997879L7KWT,,03/29/2017,,FEDEX,701542257033,04/03/2017,04/03/2017
014172,6000431563,6235320,03/27/2017,03/29/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/29/2017,,FEDEX,,,
014171,6000431287,5625409,03/24/2017,03/27/2017,"Cook County Sheriff's Office",3M2-00001,8100,2.00,3M2-00005,Standard,"3026 S California, Building 1 3rd Floor IT Unit",Chicago,IL,60608,"United States","SHG0997879L7KXV
SHG0997879L7KWJ",,03/28/2017,,FEDEX,701542256520,,03/30/2017
014170,6000431288,54514430,03/24/2017,03/27/2017,BorgWarner,3M2-00001,8100,1.00,3M2-00006,Premium,"800 Warren Rd",Ithaca,NY,14850,"United States",SHG0997879L7KWG,,03/28/2017,,FEDEX,701542256519,,03/30/2017
014169,6000431256,49286276,03/24/2017,03/24/2017,"S&C Electric Company",3M2-00001,8100,1.00,3M2-00005,Standard,"1800 W. DEVON AVE.",Chicago,IL,60660,"United States",SHG0997879L7KWA,,03/27/2017,,FEDEX,701542256335,,03/29/2017
014168,6000431257,54514430,03/24/2017,03/27/2017,BorgWarner,3M2-00001,8100,1.00,3M2-00006,Premium,"3800 AUTOMATION AVE.","Auburn Hills",MI,48326,"United States",SHG0997879L7KWK,,03/28/2017,,FEDEX,701542256541,,03/31/2017
014167,6000431243,86005320,03/24/2017,03/24/2017,"TELUS COMMUNICATIONS COMPANY",3M2-00001,8100,1.00,3M2-00005,Standard,"10405 – 104 Ave NW, 2nd Floor, TELUS Edmonton Main",Edmonton,AB,"T5J 0K7",Canada,SHG0997879L7KWL,,03/27/2017,,FEDEX,701542256346,03/31/2017,04/04/2017
014166,6000431239,5806755,03/24/2017,03/24/2017,"NORTEL NETAS TELEKOMUNIKASTON A.S.",3M2-00001,8100,1.00,3M2-00006,Premium,"Yenişehir Mah. Osmanlı Bulvarı No:1",ISTANBUL,34,34912,Turkey,SHG0997879L7KXL,,03/27/2017,DAP,DHL,7216382795,03/30/2017,04/03/2017
014162,6000431008,48586878,03/23/2017,03/23/2017,"Brewin Dolphin LTD",3M2-00002,8600,2.00,3M2-00006,Premium,"SHEPHERDS SPRING LANE, ATOS ORIGIN DC",ANDOVER,HA,"SP10 1DL","United Kingdom","SHG0997877L7L7R
SHG0997877L7L85",,04/04/2017,DAP,DHL,7216382902,04/06/2017,04/06/2017
014161,6000431007,61716447,03/23/2017,03/23/2017,IMRO,3M2-00002,8600,1.00,3M2-00005,Standard,"Copyright House, Pembroke Row, LOWER BAGGOT STREET","Dublin 2",D,D02HW59,Ireland,SHG0997877L7L2T,,04/04/2017,DDP,DHL,7216382924,04/06/2017,04/11/2017
014160,6000430975,81489441,03/23/2017,03/24/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/24/2017,,FEDEX,,,
014159,6000430976,81489441,03/23/2017,03/24/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/24/2017,,FEDEX,,,
014158,6000430959,53109180,03/23/2017,03/23/2017,"ALLIED ELECTRONICS CORPORATION LTD",3M2-00002,8600,1.00,3M2-00006,Premium,"Block A, 241 3rd road, Halfway Gard, Bytes Business Park",Midrand,GT,1685,"South Africa",SHG0997877L7L99,,04/04/2017,DAP,DHL,7216382854,,
014157,6000430958,4770137,03/23/2017,03/23/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/23/2017,,FEDEX,,,
014156,6000430832,91598460,03/22/2017,03/23/2017,"Dole Europe GmbH",3M2-00002,8600,1.00,3M2-00005,Standard,"Statdtdeich 7",Hamburg,HH,20097,Germany,SHG0997877L7L4N,,04/04/2017,DDP,DHL,7216382865,04/07/2017,04/18/2017
014155,6000430830,55306501,03/22/2017,03/23/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/23/2017,,FEDEX,,,
014154,6000430828,6505469,03/22/2017,03/23/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/23/2017,,FEDEX,,,
014153,6000430831,55306501,03/22/2017,03/24/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/24/2017,,FEDEX,,,
014152,6000430829,62991177,03/22/2017,03/27/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/28/2017,,FEDEX,,,
014151,6000430827,6505469,03/22/2017,03/23/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/24/2017,,FEDEX,,,
014150,6000430803,53789705,03/22/2017,03/23/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/23/2017,,FEDEX,,,
014149,6000430802,53789705,03/22/2017,03/23/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/23/2017,,FEDEX,,,
014148,6000430801,87143960,03/22/2017,03/23/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,03/23/2017,,FEDEX,,,
014147,6000430529,6141467,03/22/2017,03/31/2017,"Patricia Diaz Garcia",3M2-00001,8100,1.00,3M2-00005,Standard,"Guatemala #4006, Col. Juarez","Nuevo Laredo",TA,88209,Mexico,SHG0997879L7KNB,,04/05/2017,DAP,FEDEX,701542257971,04/04/2017,04/10/2017
