"Order #","MSS PO","Enrollment #","Order Recv. Date","Date ORD ACK","Customer Name","SKU Ordered",Appliance,Qty,"Service SKU","Service Level",Address,City,State,Postal,Country,"Serial #","Expected ship date","Actual Ship Date","INCO Terms",Carrier,"Tracking #","Customs Arrival Date","Final Delivery Date"
013228,6000392431,66815451,09/13/2016,09/13/2016,"School Space Media",3M2-00001,8100,1.00,3M2-00005,Standard,"240 Arlington Avenue East","SAINT PAUL",MN,55117,"United States",SHG0997879L7GF5,,09/21/2016,,FEDEX,701542230081,09/26/2016,09/26/2016
013227,6000392432,64340253,09/13/2016,09/13/2016,"AUTOMATED HEALTH SYSTEMS",3M2-00002,8600,1.00,3M2-00005,Standard,"9370 McKnight Rd, Suite 300",Pittsburgh,PA,15237,"United States",SHG0997877L7G90,,09/20/2016,,FEDEX,701542229765,09/23/2016,09/23/2016
013226,6000392433,5308995,09/13/2016,09/13/2016,"The School Board of Hillsborough Co",3M2-00002,8600,1.00,3M2-00005,Standard,"901 E Kennedy Blvd",Tampa,FL,33602,"United States",SHG0997877L7G7D,,09/20/2016,,FEDEX,701542229710,09/23/2016,09/23/2016
013225,97595434,N/A,09/12/2016,,ASHBURN-44520,3M2-00001,8100,1.00,3M2-00005,Standard,"Bldg- USVAASH001",Ashburne,Virginia,20147,"United States",SHG0997879L7GFT,,09/21/2016,,FEDEX,701542230092,09/26/2016,09/26/2016
013224,6000391905,SHG0997879L72X7,09/09/2016,09/12/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/13/2016,,FEDEX,,,
013223,97633335,N/A,09/08/2016,,"DUB06  Data Center",3M2-00001,8100,2.00,3M2-00005,Standard,"Unit 75, Grange Castle Business Park, Nangor Road","Dublin 22",..,"D22 A259",Ireland,"SHG0997879L7GDP
SHG0997879L7GE3",,09/21/2016,DDP,DHL,5134165315,09/26/2016,10/03/2016
013222,6000391448,77450513,09/07/2016,09/08/2016,"St. Vincent's Health Australia",3M2-00001,8100,1.00,3M2-00006,Premium,"478 Albert Street Level 2","East Melbourne",VIC,3002,Australia,SHG0997879L7GF7,,09/23/2016,DDP,DHL,5134165396,09/27/2016,10/12/2016
013221,6000391234,SHG0997879L7411,09/07/2016,09/08/2016,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98053,"United States",,,09/08/2016,,FEDEX,,,
013214,6000391031,49027376,09/06/2016,09/13/2016,"Patricia Diaz Garcia",3M2-00001,8100,1.00,3M2-00005,Standard,"Calle Guatemala 4006 Col. Juarez","Nuevo Laredo",TAM,88209,Mexico,SHG0997879L7G48,,09/20/2016,DAP,DHL,701542228997,09/22/2016,10/06/2016
013213,6000391029,SHG0997877L7D3C,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98053,"United States",,,09/08/2016,,FEDEX,,,
013212,6000391028,80045778,09/06/2016,09/07/2016,"Grand Valley State University",3M2-00001,8100,1.00,3M2-00006,Premium,"225 Manitou Hall",Allendale,MI,49401,"United States",SHG0997879L7G60,,09/21/2016,,FEDEX,701542230060,09/23/2016,09/23/2016
013211,6000391030,SHG0997877L751B,09/06/2016,09/07/2016,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98053,"United States",,,09/08/2016,,FEDEX,,,
013210,6000391024,8400657,09/06/2016,09/07/2016,"Equinix LD6 DC (Accenture Riotinto)",3M2-00002,8600,1.00,3M2-00006,Premium,"352 Buckingham Avenue",Slough," Slough","SL1 4PF","United Kingdom",SHG0997877L7FRW,,09/08/2016,DDP,DHL,5134165046,09/13/2016,09/23/2016
013209,6000391022,8400657,09/06/2016,09/07/2016,"Equinix SY3 DC (Accenture Riotinto)",3M2-00002,8600,2.00,3M2-00006,Premium,"47 Bourke Rd",Alexandria,NSW,2015,Australia,"SHG0997877L7FRY
SHG0997877L7FS0",,09/08/2016,DDP,DHL,5134165061,09/11/2016,09/14/2016
013208,6000391015,91598460,09/06/2016,09/07/2016,"Dole Europe GmbH",3M2-00002,8600,1.00,3M2-00005,Standard,"Stadtdeich 7",HAMBURG,HH,20097,Germany,SHG0997877L7G9G,,09/16/2016,DDP,DHL,5134165120,09/19/2016,09/22/2016
013207,6000391016,66430655,09/06/2016,09/07/2016,"Anglian Water Services",3M2-00002,8600,1.00,3M2-00005,Standard,"4 Lancaster Way, Ermine Business Pa",Huntingdon,CAM,"PE29 7DU","United Kingdom",SHG0997877L7G2Q,,09/21/2016,DDP,DHL,5134165326,09/26/2016,10/03/2016
013206,6000391014,SHG0997879L70SS,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013205,6000391013,SHG0997877L74PE,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013204,6000391012,SHG0997877L73JM,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013203,6000391011,SHG0997877L738J,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013202,6000391010,SHG0997877L7302,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013201,6000391008,SHG0997877L72BX,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013200,6000391009,SHG0997877L72J2,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013199,6000391007,SHG0997877L72AY,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/08/2016,,FEDEX,,,
013198,6000391006,SHG0997877L72B4,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/07/2016,,FEDEX,,,
013197,6000391005,SHG0997877L720X,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/07/2016,,FEDEX,,,
013196,6000391004,SHG0997877L71TD,09/06/2016,09/07/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,09/07/2016,,FEDEX,,,
013195,6000390596,8400657,09/06/2016,09/06/2016,"Equinix ME1 DC (Accenture Riotinto)",3M2-00002,8600,2.00,3M2-00006,Premium,"600 Lorimer St","Port Melbourne",VIC,3207,Australia,"SHG0997877L7FF9
SHG0997877L7FG6",,09/08/2016,DDP,DHL,5134165050,09/11/2016,09/15/2016
013194,6000390602,8400657,09/06/2016,09/06/2016,"Equinix LD3 DC (Accenture Riotinto)",3M2-00002,8600,1.00,3M2-00006,Premium,"Unit 11 Matrix Coronation Road",London,GB,"NW10 7PH","United Kingdom",SHG0997877L7FSF,,09/08/2016,DDP,DHL,5134165035,09/12/2016,09/19/2016
013193,97624631,N/A,09/02/2016,,"Microsoft Corporation-AMSO5",3M2-00001,8100,2.00,3M2-00005,Standard,"Agriport 570 ",Middenmeer,..,1775TB,Netherlands,"SHG0997879L7FQ1
SHG0997879L7FQ6",,09/06/2016,DDP,DHL,"5134164862
5134164873","09/06/2016
09/09/2016","09/12/2016
09/12/2016"
013192,6000390426,63490233,09/01/2016,09/02/2016,"Wieden Kennedy",3M2-00001,8100,1.00,3M2-00006,Premium,"Rua Natingui, 442 Vila Madalena","Sao Paulo",SP,05443-000,Brazil,SHG0997879L7G42,,09/16/2016,DAP,DHL,5134165072,09/21/2016,
013191,6000390425,FSR10288,09/01/2016,09/02/2016,"FIBA EMEKLILIK VE HAYAT A.S",3M2-00001,8100,1.00,3M2-00006,Premium,"Merkezi No:113 Dikilitaş –Beşiktaş",Istanbul,,34349,Turkey,SHG0997879L7FQ9,,09/02/2016,DDP,DHL,"Iron Delivery to Flash Global Logistics",09/15/2016,09/21/2016
013190,6000390424,84755703,09/01/2016,,"Atea A/S",3M2-00002,8600,1.00,3M2-00006,Premium,"Lautrupvang 6",Ballerup,.,2750,Denmark,SHG0997877L7G98,,09/16/2016,DDP,DHL,5134165223,09/21/2016,09/26/2016
013189,6000390419,76459811,09/01/2016,09/02/2016,"iPerceptions Inc.",3M2-00002,8600,1.00,3M2-00005,Standard,"3575 St-Laurent, Suite 310",Montreal,QC,H2X2T7,Canada,SHG0997877L7G9F,,09/16/2016,,FEDEX,701542228931,09/19/2016,09/20/2016
013188,6000390195,57332298,08/31/2016,09/01/2016,"SeaChange International",3M2-00001,8100,1.00,3M2-00005,Standard,"50 Nagog Park",Acton,MA,01720,"United States",SHG0997879L7G46,,09/16/2016,,FEDEX,701542228910,09/21/2016,09/21/2016
013187,6000390194,59632129,08/31/2016,,"Verizon Data Cetner, ATTN: Agustin Guzman",3M2-00002,8600,1.00,3M2-00005,Standard,"400 International Parkway",Richardson,TX,75081,"United States",SHG0997877L7G97,,09/16/2016,,FEDEX,701542228986,09/30/2016,09/30/2016
013186,6000390193,49412866,08/31/2016,09/01/2016,"SystemsUp Ltd c/o iomart",3M2-00001,8100,1.00,3M2-00005,Standard,"11-21 Paul Street 3rd Floor",London,,EC2A4JU,"United Kingdom",SHG0997879L7G5L,,09/15/2016,DAP,DHL,5134165083,09/18/2016,09/19/2016
013185,6000389964,88146543,08/30/2016,09/01/2016,"Selective Insurance",3M2-00001,8100,1.00,3M2-00006,Premium,"40 Wantage Ave",Branchville,NJ,07890,"United States",SHG0997879L7G49,,09/16/2016,,FEDEX,701542228920,09/20/2016,09/20/2016
013184,6000389961,70046887,08/30/2016,09/06/2016,"FCB ULKA",3M2-00002,8600,1.00,3M2-00006,Premium,"Block F, South City 1, Sector 41",Gurgaon,HR,122001,India,SHG0997877L7G63,,09/16/2016,DAP,DHL,701542228942,09/21/2016,02/28/2017
013183,6000389960,72956545,08/30/2016,09/01/2016,"Caltex Australia Petroleum Pty Ltd",3M2-00002,8600,1.00,3M2-00006,Premium,"2 Market Street, Level 24",Sydney,NSW,2000,Australia,SHG0997877L7G1A,,09/16/2016,DAP,DHL,5134165131,09/21/2016,09/22/2016
013182,6000389959,54151387,08/30/2016,09/01/2016,"SB Creative Corp.",3M2-00001,8100,1.00,3M2-00006,Premium,"Roppongi D Square bldg.  2-4-5",Minato-ku,13,106-0032,Japan,SHG0997879L7FYS,,09/15/2016,DAP,DHL,5134165094,09/18/2016,09/20/2016
013181,6000389361,75455324,08/29/2016,08/30/2016,"S&T Consulting Hungary Ltd",3M2-00001,8100,1.00,3M2-00005,Standard,"Puskas Tivadar ut 14",Budaors,PE,2040,Hungary,SHG0997879L7FYL,,09/15/2016,DDP,DHL,5134165105,09/20/2016,09/26/2016
013180,6000389360,66578828,08/29/2016,08/29/2016,"igus GmbH",3M2-00002,8600,1.00,3M2-00005,Standard,"Spicher Str. 1a",Cologne,,51147,Germany,SHG0997877L7FTT,,09/16/2016,DAP,DHL,5134165142,09/18/2016,09/23/2016
013179,6000389050,81162590,08/26/2016,08/29/2016,"RESQ Limited",3M2-00001,8100,1.00,3M2-00005,Standard,"75-81 George Street,",Hull,,"HU1 3AU","United Kingdom",SHG0997879L7G00,,09/15/2016,DAP,DHL,5134165116,09/17/2016,09/20/2016
013178,6000389041,68386006,08/26/2016,08/29/2016,"Home Match LLC",3M2-00001,8100,1.00,3M2-00005,Standard,"2961 Decker Lake Ln","West Valley City",UT,84119,"United States",SHG0997879L7G02,,09/09/2016,,FEDEX,701542227751,09/14/2016,09/14/2016
013177,6000389040,8948726,08/26/2016,08/29/2016,"CITY OF ATLANTA",3M2-00002,8600,2.00,3M2-00006,Premium,"55 TRINITY AVENUE, G700",ATLANTA,GA,30303,"United States","SHG0997877L7FVW
SHG0997877L7G0Y",,09/16/2016,,FEDEX,701542228953,09/21/2016,09/21/2016
013176,6000388891,6557889,08/25/2016,08/26/2016,"Meridium, Inc.",3M2-00002,8600,1.00,3M2-00005,Standard,"207 Bullitt Ave. SE",Roanoke,VA,24013,"United States",SHG0997877L7G0W,,09/16/2016,,FEDEX,701542229000,09/21/2016,09/21/2016
013175,6000388890,8500545,08/25/2016,08/26/2016,"University of Texas at San Antonio",3M2-00001,8100,1.00,3M2-00005,Standard,"One UTSA Circle BOS 2.102F","San Antonio",TX,78249,"United States",SHG0997879L7FYR,,09/09/2016,,FEDEX,701542227762,09/14/2016,09/14/2016
013174,6000388878,90720029,08/25/2016,08/26/2016,"MYLAPS BV",3M2-00001,8100,1.00,3M2-00005,Standard,"Zuiderhoutlaan 4",HAARLEM,NH,2012PJ,Netherlands,SHG0997879L7FYW,,09/09/2016,DAP,DHL,5134164906,09/12/2016,09/13/2016
013173,6000388876,85791726,08/25/2016,08/30/2016,"PERNOD RICARD SA",3M2-00002,8600,1.00,3M2-00006,Premium,"Place Edouard Martell",Cognac,16,16100,France,SHG0997877L7G0F,,09/16/2016,DDP,DHL,5134165164,09/19/2016,09/26/2016
013172,6000388877,58604068,08/25/2016,08/26/2016,"eBECS Ltd",3M2-00002,8600,1.00,3M2-00006,Premium,"Enterprise House Beresford Way","Chesterfield,",,"S41 9FG","United Kingdom",SHG0997877L7G3D,,09/16/2016,DAP,DHL,5134165153,09/18/2016,09/21/2016
013171,6000388702,5911800,08/24/2016,08/26/2016,"Data Market Bilgi Hizmetleri Ltd. S",3M2-00002,8600,1.00,3M2-00005,Standard,"BUYUKDERE CAD. MASLAK IS HANI NO: 2",MASLAK,34,34398,Turkey,SHG0997877L7G3A,,09/16/2016,DAP,DHL,5134165175,09/20/2016,09/22/2016
013170,6000388704,80995392,08/24/2016,08/26/2016,SCC,3M2-00002,8600,2.00,3M2-00006,Premium,"James House Warwick Road",Birmingham,,"B11 2LE","United Kingdom","SHG0997877L7G37
SHG0997877L7G36",,09/16/2016,DAP,DHL,5134165186,09/20/2016,09/19/2016
013169,6000388701,72793808,08/24/2016,08/30/2016,"Xylos NV",3M2-00001,8100,1.00,3M2-00005,Standard,"Noorderlaan 139",Antwerpen,VAN,2030,Belgium,SHG0997879L7FYY,,09/09/2016,DDP,DHL,5134164910,09/12/2016,09/19/2016
013168,6000388703,85791726,08/24/2016,08/30/2016,"Ricard SA",3M2-00002,8600,1.00,3M2-00006,Premium,"4-6 rue berthelot",Marseille,13,13014,France,SHG0997877L7G2N,,09/16/2016,DDP,DHL,5134165190,09/19/2016,09/23/2016
013167,6000388479,91227052,08/23/2016,,RTL,3M2-00002,8600,1.00,3M2-00005,Standard,"Barend en van Dorpweg 2",Hilversum,NH,1217GP,Netherlands,SHG0997877L7G2T,,09/16/2016,DDP,DHL,5134165201,09/19/2016,09/21/2016
013166,6000388480,67834873,08/23/2016,,"Linde AG - Linde Gas Headquarters",3M2-00001,8100,1.00,3M2-00006,Premium,"Seitnerstrasse 70",Pullach,,82049,Germany,SHG0997879L7FYF,,09/09/2016,DDP,DHL,5134164954,09/12/2016,09/19/2016
013164,6000388233,87805319,08/22/2016,08/24/2016,"Al Jaber L.E.G.T Engineering & Cont, ATTN: Maisam Zaidi",3M2-00001,8100,1.00,3M2-00006,Premium,"Inside Choitram Warehouse Complex ,",Dubai,DU,8391,"United Arab Emirates",SHG0997879L7FYK,,09/13/2016,DAP,DHL,5134164932,09/16/2016,09/18/2016
013163,6000388221,SHG0997879L7415,08/22/2016,08/23/2016,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/23/2016,,FEDEX,,,
013162,6000388220,SHG0997877L71T4,08/22/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/23/2016,,FEDEX,,,
013161,6000388018,SHG0997879L73RB,08/19/2016,08/22/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/22/2016,,FEDEX,,,
013159,6000388015,85970215,08/19/2016,08/22/2016,"exe, a.s.",3M2-00002,8600,3.00,3M2-00005,Standard,"Slavicie udolie 6",Bratislava,BL,"811 02",Slovakia,"SHG0997877L7G2F
SHG0997877L7G32
SHG0997877L7G2L",,09/20/2016,DAP,DHL,5134165212,09/19/2016,10/06/2016
013158,6000388014,84266190,08/19/2016,08/23/2016,"inRiver AB",3M2-00002,8600,1.00,3M2-00005,Standard,"Södra Tullgatan 4",Malmö,M,"211 40",Sweden,SHG0997877L7GE7,,09/22/2016,DDP,DHL,5134165341,09/26/2016,10/03/2016
013157,6000388013,68202484,08/19/2016,08/22/2016,"Perpetual Services",3M2-00001,8100,1.00,3M2-00006,Premium,"Level 6, 123 Pitt St.",Sydney,NSW,2000,Australia,SHG0997879L7FQ7,,09/01/2016,DAP,DHL,5134164840,09/04/2016,09/15/2016
013156,6000387619,85354751,08/18/2016,08/23/2016,"Aannemingsbedrijf A. Schuuring B.V.",3M2-00001,8100,1.00,3M2-00005,Standard,"Fahrenheitstraat 27-29",Harderwijk,GE,"3846 BM",Netherlands,SHG0997879L7FQ2,,08/30/2016,DDP,DHL,5134164825,,09/06/2016
013155,6000387618,71868353,08/18/2016,08/23/2016,"Hilti Italia S.p.A.",3M2-00001,8100,1.00,3M2-00005,Standard,"Piazza Montanelli 20","Sesto San Giovanni",Italy,20099,Italy,SHG0997879L7FN5,,08/30/2016,DDP,DHL,5134164836,09/02/2016,09/13/2016
013154,6000387616,71868353,08/18/2016,08/30/2016,"Hilti Befestigungstechnik AG",3M2-00002,8600,2.00,3M2-00005,Standard,"Grünaustrasse 1a","Buchs SG",Switzerland,9470,Switzerland,"SHG0997877L7G9A
SHG0997877L7G7F",,09/20/2016,DDP,DHL,5134165256,09/21/2016,10/03/2016
013153,6000387617,71868353,08/18/2016,08/23/2016,"Hilti, Inc. - Hilti North America, ATTN: Erick Rodriguez",3M2-00001,8100,1.00,3M2-00005,Standard,"7250 Dallas Parkway, Suite 1000",Plano,TX,74146,"United States",SHG0997879L7FQ8,,08/30/2016,,FEDEX,701542226663,,09/02/2016
013152,"Original PO -97588057,  New PO- 470026567",N/A,08/16/2016,,"Attn: Shao C, Low",3M2-00001,8100,2.00,3M2-00005,Standard,"Agriport 570",Middenmeer,..,1775TB,Netherlands,"SHG0997879L7GF3
SHG0997879L7G5Y",,09/21/2016,DAP,DHL,5134165304,09/23/2016,09/23/2016
013151,6000387042,8633822,08/16/2016,08/22/2016,"ALRAA - Assembleia Legislativa, ATTN: Sandra Costa",3M2-00001,8100,1.00,3M2-00006,Premium,"Rua Marcelino Lima",Horta,,9901-858,Portugal,SHG0997879L7FLC,,08/24/2016,DDP,DHL,5134164685,09/02/2016,09/14/2016
013150,6000387041,77420120,08/16/2016,08/30/2016,"Ammann Schweiz AG",3M2-00001,8100,1.00,3M2-00005,Standard,"Eisenbahnstrasse 25",Langenthal,BE,4901,Switzerland,SHG0997879L7FQ4,,09/01/2016,DAP,DHL,5134164851,09/03/2016,09/05/2016
013149,6000386728,5762252,08/15/2016,08/16/2016,"North Texas Tollway Authority",3M2-00001,8100,1.00,3M2-00006,Premium,"5910 W Plano Parkway, Suite 610",Plano,TX,75093,"United States",SHG0997879L7FBG,,08/16/2016,,FEDEX,701542224991,,08/18/2016
013148,6000386601,SHG0997877L733B,08/15/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013147,6000386599,SHG0997877L72W6,08/15/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013146,6000386600,SHG0997877L73G7,08/15/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013145,6000386598,SHG0997879L7523,08/15/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013144,6000386597,SHG0997879L7290,08/15/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013143,6000386596,SHG0997879L72DG,08/15/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013141,"97292223 | POC-018",N/A,08/15/2016,,"ACCENTURE RIOTINTO IBX LD6 (Slough)",3M2-00001,8100,1.00,,,"47 Bourke Rd, 352 Buckingham Avenue Slough Trading Estate ",Slough,Slough,"SL1 4PF","United Kingdom",SHG0997879L7CM3,,08/22/2016,DDP,DHL,64797635,,
013140,6000386476,78456541,08/12/2016,08/17/2016,"Sedgwick Claims Management Services",3M2-00001,8100,1.00,3M2-00005,Standard,"300 West Wilson Bridge Rd SUITE 240",Worthington,OH,43085,"United States",SHG0997879L7FLF,,08/24/2016,,FEDEX,701542225987,,08/29/2016
013139,6000386437,73071263,08/12/2016,08/17/2016,"Nikoyo (HK) Limited",3M2-00001,8100,1.00,3M2-00006,Premium,"23/F Oxford House, 979 King's Road,","Hong Kong",,,"Hong Kong",SHG0997879L7FQ5,,08/30/2016,DAP,DHL,5134164803,09/02/2016,09/05/2016
013138,6000386405,SHG0997877L74BJ,08/12/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/17/2016,,FEDEX,,,
013137,6000386377,SHG0997879L73HT,08/12/2016,08/17/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013136,6000386376,SHG0997879L73FP,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013135,6000386375,SHG0997879L73F9,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013134,6000386372,SHG0997879L7CKS,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013133,6000386374,SHG0997879L735T,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013132,6000386373,SHG0997879L72QR,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013131,6000386371,SHG0997879L7CKR,08/12/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013130,6000386369,SHG0997877L7552,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013129,6000386368,64698719,08/12/2016,08/17/2016,"Merlin Attractions Operations Ltd",3M2-00001,8100,1.00,3M2-00005,Standard,"Leatherhead Road Merlin Business Su",Chessington,SRY,"KT9 2QL","United Kingdom",SHG0997879L7FMF,,08/30/2016,DAP,DHL,5134164781,09/01/2016,09/06/2016
013128,6000386370,SHG0997877L74FR,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013127,6000386367,SHG0997879L7F1J,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/17/2016,,FEDEX,,,
013126,6000386365,SHG0997879L7176,08/12/2016,08/16/2016,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/17/2016,,FEDEX,,,
013125,6000386363,SHG0997877L7EYT,08/12/2016,08/15/2016,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,08/16/2016,,FEDEX,,,
013124,6000386366,SHG0997879L71QY,08/12/2016,08/19/2016,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/22/2016,,FEDEX,,,
013123,6000386362,SHG0997877L7EWP,08/12/2016,08/15/2016,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,08/18/2016,,FEDEX,,,
013121,6000386361,SHG0997877L78Y2,08/12/2016,08/15/2016,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/16/2016,,FEDEX,,,
013116,6000386357,SHG0997877L737W,08/12/2016,08/15/2016,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,08/16/2016,,FEDEX,,,
013114,6000386350,73152217,08/12/2016,08/16/2016,APCO,3M2-00002,8600,1.00,3M2-00005,Standard,"6010 Atlantic Blvd",Norcross,GA,30071,"United States",SHG0997877L7G0J,,09/15/2016,,FEDEX,701542228975,09/20/2016,09/20/2016
013111,6000386349,65554511,08/12/2016,08/16/2016,"Leedsworld Inc., D.B.A. Leed's",3M2-00002,8600,1.00,3M2-00006,Premium,"400 Hunt valley rd","New Kensington",PA,15068,"United States",SHG0997877L7G0P,,09/09/2016,,FEDEX,701542227501,09/14/2016,09/14/2016
013109,6000386351,72787689,08/12/2016,08/16/2016,"SAPA Profiles Termelő és Kereskedel",3M2-00002,8600,1.00,3M2-00006,Premium,"Verseci u. 1-15.",Székesfehérvár,FE,8000,Hungary,SHG0997877L7G0L,,09/09/2016,DAP,DHL,5134164976,09/12/2016,09/15/2016
013108,6000386348,70889876,08/12/2016,08/16/2016,"The Freeman Company",3M2-00001,8100,1.00,3M2-00006,Premium,"1600 Viceory Ave",Dallas,TX,75235,"United States",SHG0997879L7FMT,,08/24/2016,,FEDEX,701542225895,,08/29/2016
013107,NFR-3,N/A,08/12/2016,,"Advellence Solutions AG",3M2-00001,8100,1.00,,,"Industriestrasse 50a",Wallisellen,ZH,8304,Switzerland,SHG0997879L7FBH,,08/17/2016,DDP,DHL,5134164420,08/19/2016,08/22/2016
013104,6000385396,49423684,08/10/2016,,Triple-S,3M2-00002,8600,1.00,3M2-00006,Premium,"Calle C-125, Lote A-5 A-6 Rexco Ind",Guaynabo,,009363628,"Puerto Rico",SHG0997877L7FFM,,09/06/2016,DAP,DHL,5134164884,09/07/2016,09/07/2016
013103,6000385395,57595986,08/10/2016,08/19/2016,"Nexsys de Chile SA",3M2-00001,8100,1.00,3M2-00005,Standard,"San Sebastián 2839 Oficina 702","Las Condes",RM,7550000,Chile,SHG0997879L7FLM,,08/24/2016,DAP,DHL,5134164733,08/28/2016,09/12/2016
013102,6000385393,72865512,08/10/2016,08/19/2016,"Grupo Aduanal Galvan SC",3M2-00001,8100,1.00,3M2-00005,Standard,"Norte 192 Numero 640, Colonia Pensador Mexicano Cp. ","Ciudad de Mexico",..,15510,Mexico,SHG0997879L7FMV,,08/24/2016,DAP,DHL,701542225932,,08/29/2016
013101,6000385394,58924396,08/10/2016,08/19/2016,"Brasoftware Informática LTDA",3M2-00001,8100,1.00,3M2-00005,Standard,"RUA MARINA LA REGINA  , 227 3ºAndar",Poa,SP,08550-210,Brazil,SHG0997879L7FMY,,08/24/2016,DAP,DHL,5134164722,08/29/2016,12/14/2016
